"學期
Semester","課號
CourseID","課名
Course Title","教師
Instructor","選課人數
Enrollment Count","平均GPA
Average GPA","標準差
Standard Deviation",course,instructor_ref
109下,KELN 501900,"華德福教育研究
Seminar on Waldorf Education","張維國CHANG, WEI-KUO",19,3.93,0.2,KELN5019,2437332173222836772657871876973758579
109下,KELN 502300,"補救教學專題研究
Study in Special Issues in Remedial Teaching","白雲霞PAI, YUN-HSIA",10,4.3,0.0,KELN5023,30333386423868680657389857872837365
109下,KELN 502500,"跨領域
STEAM教育專題研究Study in Interdisciplinary STEAM Education","邱富源CHIU, FU-YUAN
王子華WANG, TZU-HUA
郭哲宇KUO, CHE-YU",31,4.2,0.21,KELN5025,37041235002830467727385708589856578295792337633775876578718490857285653710121746234317585796772698985
109下,KELN 503800,"教育評鑑研究
Studies in Educational Evaluation","謝卓君HSIEH, CHUO-CHUN",5,3.94,0.12,KELN5038,35613213312153172837369726772857967728578
109下,KELN 505101,"研究方法
--量化研究Research Method: Quantitative Research","王子華WANG, TZU-HUA
邱富源CHIU, FU-YUAN",30,4.25,0.11,KELN5051,2957923376337758765787184908572856537041235002830467727385708589856578
109下,KELN 505102,"研究方法
--量化研究Research Method: Quantitative Research","賴文堅LAI, WEN-CHIEN",23,4.07,0.12,KELN5051,3608425991225337665738769786772736978
109下,KELN 505300,"教育統計學
Educational Statistics","王子華WANG, TZU-HUA
邱富源CHIU, FU-YUAN",11,4.22,0.13,KELN5053,2957923376337758765787184908572856537041235002830467727385708589856578
109下,KELN 505400,"課程理論與設計
Curriculum Theories and Design","詹惠雪CHAN, HUI-HSUEH",11,3.97,0.15,KELN5054,354492480038634677265787285737283856972
109下,KELN 506200,"班級文化與經營
Study in Classroom Management","王為國WANG, WEI-KUO",20,4.06,0.2,KELN5062,29579288582228387657871876973758579
109下,KELN 512200,"人力資源管理研究
Human Resource Management Research","謝傳崇HSIEH, CHUAN-CHUNG",13,4.3,0.0,KELN5122,356132065923815728373697267728565786772857871
109下,KELN 512300,"教育計畫與決定研究
Educational Planning and Decision Making","葉于正YEH, YU-CHENG
蔡孟翰TSAI, MENG-HAN",16,4.19,0.15,KELN5123,338652011027491896972898567726978713408123391327528483657377697871726578
109下,KELN 600200,"台灣教育史專題研究
Special issues in history of Taiwan education","彭煥勝PENG, HUAN-SHENG",17,4.28,0.07,KELN6002,24429290292121380697871728565788372697871
109下,KELN 602000,"教育法學研究
Study in Law of Education","顏國樑YEN, KUO-LIANG",16,4.21,0.14,KELN6020,3899122283271538969787585797673657871
109下,KENI 100200,"英文二
English II","王國樹WANG, KUO-SHU",39,3.98,0.73,KENI1002,29579222832719387657871758579837285
109下,KENI 110400,"英語語言學概論
Introduction to English Linguistics","吳睿純WU, JUI-CHUN",48,3.16,0.8,KENI1104,215553059132020878574857367728578
109下,KENI 110501,"英文寫作
English Writing","詹智婷CHAN, CHIH-TING",22,3.64,0.9,KENI1105,354492623423159677265786772737284737871
109下,KENI 110502,"英文寫作
English Writing","洪雅慧HUNG, YA-HUI",25,3.43,1.31,KENI1105,279463859724935728578718965728573
109下,KENI 130700,"文學作品導讀
Approaches to Literature","孫德宜SUN, TEH-YI",28,3.67,0.5,KENI1307,2340324503234528385788469728973
109下,KENI 130800,"初階法語
Beginning French","鄧宜菁TENG, YI-CHING",21,3.97,0.29,KENI1308,3715923452337298469787189736772737871
109下,KENI 131000,"聖經故事與暢銷電影
Biblical Stories in 21st Best-selling Movies","詹智婷CHAN, CHIH-TING",42,3.91,1.04,KENI1310,354492623423159677265786772737284737871
109下,KENI 200400,"英文四
English IV","金祖詠KING, TZUU-YEONG",25,4.3,0.0,KENI2004,37329310623542475737871849085858969797871
109下,KENI 210801,"英語會話
English Conversation","殷維貞YIN, WEI-CHEN",21,3.81,0.6,KENI2108,27575321733599889737887697367726978
109下,KENI 210802,"英語會話
English Conversation","殷維貞YIN, WEI-CHEN",22,3.98,0.42,KENI2108,27575321733599889737887697367726978
109下,KENI 220200,"外語習得
Foreign Language Acquisition","楊榮蘭YANG, RONG-LAN",43,2.95,0.94,KENI2202,2695427054343498965787182797871766578
109下,KENI 231300,"英語句法學
English Syntax","黃漢君HUANG, HAN-CHUN",43,3.3,1.19,KENI2313,406432845021531728565787172657867728578
109下,KENI 231500,"英文青少年小說
English Young-adult Fiction","孫德宜SUN, TEH-YI",27,3.51,0.83,KENI2315,2340324503234528385788469728973
109下,KENI 231600,"現代文學
Modern Literature","鄧宜菁TENG, YI-CHING",15,3.87,0.23,KENI2316,3715923452337298469787189736772737871
109下,KENI 240300,"英文繪本製作
Making English Picture Books","楊榮蘭YANG, RONG-LAN",17,3.22,0.84,KENI2403,2695427054343498965787182797871766578
109下,KENI 240400,"英語故事教學
English Storytelling Instruction","楊榮蘭YANG, RONG-LAN",37,3.55,0.87,KENI2404,2695427054343498965787182797871766578
109下,KENI 310900,"中英翻譯
English-Chinese Translation","詹智婷CHAN, CHIH-TING",43,3.64,0.87,KENI3109,354492623423159677265786772737284737871
109下,KENI 320400,"語言課程設計
Language Curriculum Design","羅文杏LUO, WEN-HSING",34,3.52,0.53,KENI3204,3264525991264477685798769787283737871
109下,KENI 320500,"英語發音教學
Teaching English Pronunciation","王國樹WANG, KUO-SHU",41,4.0,0.31,KENI3205,29579222832719387657871758579837285
109下,KENI 332200,"語用學
Pragmatics","吳睿純WU, JUI-CHUN",35,3.73,0.31,KENI3322,215553059132020878574857367728578
109下,KENI 332300,"英美小說選讀
Selected Readings on English Fiction","詹智婷CHAN, CHIH-TING",12,3.88,0.38,KENI3323,354492623423159677265786772737284737871
109下,KENI 420800,"英語專題製作
Senior Project",指導教授,22,4.14,0.2,KENI4208,25351235662594525480
109下,KENI 432600,"英語能力密集訓練
Intensive Training in English","王瑞蓉WANG, JUI-JONG",20,3.73,0.34,KENI4326,2957929790339938765787174857374797871
109下,KENI 441200,"國小英語教學觀摩與試教
Elementary English Class Observation and Teaching Practice","周秋惠CHOU, CHIOU-HUI",11,3.85,0.5,KENI4412,216083117924800677279856772737985728573
109下,KENI 520100,"當代英語教學議題探討
Studies on Current Issues in English Teaching and Learning","羅文杏LUO, WEN-HSING",12,4.03,0.23,KENI5201,3264525991264477685798769787283737871
109下,KENI 520300,"閱讀教學研究
Studies on Reading Instruction","周秋惠CHOU, CHIOU-HUI",10,4.09,0.19,KENI5203,216083117924800677279856772737985728573
109下,KENI 520500,"應用語言學研究
Studies on Applied Linguistics","黃漢君HUANG, HAN-CHUN",13,3.87,0.41,KENI5205,406432845021531728565787172657867728578
109下,KENI 530200,"詩學研究
Studies on Poetics","鄧宜菁TENG, YI-CHING",13,3.95,0.16,KENI5302,3715923452337298469787189736772737871
109下,KHCT 100300,"華德福教育實作方案
Practical  Project  on  Waldorf  Pedagogy","成虹飛CHERNG, HORN-FAY",8,3.91,0.23,KHCT1003,25104344253913167726982787172798278706589
109下,KHCT 100400,"教育的國際視野
Global Perspectives on Education",教育學院,169,3.39,0.87,KHCT1004,25945329462341638498
109下,KHCT 100600,"初級日語二
Beginning Japanese II","杜明進TU, MING-CHIN",12,3.41,1.39,KHCT1006,26460261263691484857773787167727378
109下,KHCT 500101,"研究方法-質性研究
Qualitative Research Methods","謝明芳HSIEH, MING-FANG",13,4.0,0.0,KHCT5001,35613261263345972837369727773787170657871
109下,KHCT 500102,"研究方法-質性研究
Qualitative Research Methods","李安明LI, AN-MIN",30,4.1,0.14,KHCT5001,26446234332612676736578777378
109下,KHCT 500103,"研究方法-質性研究
Qualitative Research Methods","簡靜雯CHIEN, CHIN-WEN",11,3.79,0.46,KHCT5001,317773874838639677273697867727378876978
109下,KHCT 500104,"研究方法-質性研究
Qualitative Research Methods","曾正宜TZENG, JENG-YI",19,3.57,0.69,KHCT5001,2636627491234528490697871746978718973
109下,KHCT 500201,"研究方法-量化研究
Quantitative Research Methods","陳文玲CHEN, WEN-LING",7,3.73,0.22,KHCT5002,3851525991296186772697887697876737871
109下,KHCT 500202,"研究方法-量化研究
Quantitative Research Methods","陳承德CHEN, CHENG-TE",16,3.8,1.02,KHCT5002,3851525215245036772697867726978718469
109下,KHCT 500203,"研究方法-量化研究
Quantitative Research Methods","李元萱LEE, YUAN-HSUAN",17,4.11,0.18,KHCT5002,264462080333841766969898565787283856578
109下,KHCT 500204,"研究方法-量化研究
Quantitative Research Methods","鄭縈CHENG, YING
陳鳳如CHEN, FENG-RU
陳明蕾CHEN, MING-LEI",24,3.66,0.85,KHCT5002,3716532264677269787189737871385154017922914677269787069787182853851526126341746772697877737871766973
109下,KHCT 500300,"研究方法-語言學研究
Linguistic Research Methods","劉秀雪LIU, HSIU-HSUEH
呂菁菁LU, CHING-CHING
葉瑞娟YEH, JUI-CHUAN",6,3.68,0.33,KHCT5003,2112931168386347673857283738572838569722157033729337297685677273787167727378713386529790230718969727485736772856578
109下,KIPE 100100,"教育與心智科學導論
Introduction to Education and mind science","莊鈞翔CHUANG, CHUN-HSIANG",13,4.25,0.16,KIPE1001,33674374063272467728565787167728578728373657871
109下,KIPE 100300,"APP設計與教學應用
APP Design and Instructional Applications","唐文華TANG, WEN-HUA",18,4.05,0.29,KIPE1003,21776259913377584657871876978728565
109下,KIPE 101100,"學習與科技專題探究
Special Topic on Learning and Technology","王子華WANG, TZU-HUA
邱富源CHIU, FU-YUAN",23,3.98,0.36,KIPE1011,2957923376337758765787184908572856537041235002830467727385708589856578
109下,KIPE 120200,"永續發展教育與文化素養
Cultural literacy and Education for sustainable development","江天健CHIANG, TIEN-CHIEN
榮芳杰RONG, FANG-JAY",19,3.74,0.25,KIPE1202,2774322825205816772736578718473697867727369782705433459264808279787170657871746589
109下,KIPE 121700,"城鄉環境分析
Analysis on Rural-urban environment","倪進誠NI, CHIN-CHENG",5,4.24,0.12,KIPE1217,2052236914354887873677273786772697871
109下,KIPE 123700,"環境教育
Environmental Education","江天健CHIANG, TIEN-CHIEN
曾慈慧TSENG, TZU-HUI
張瑋琦CHANG, WEI-CHI
丁志堅DING, TSU-JEN
黃書偉HUANG, SHU-WEI
榮芳杰RONG, FANG-JAY
趙芝良CHAO, CHIH-LIANG",18,3.73,0.68,KIPE1237,27743228252058167727365787184736978677273697826366249042493584836978718490857285732437329771297346772657871876973677273199692453522533687378718483857469784064326360205537285657871837285876973270543345926480827978717065787174658936249334373339167726579677273727673657871
109下,KIPE 200500,"學習科學專題
--生理儀器初階運用Special Issues on Learning Sciences- Fundamental Operation of Physiological Instruments","程冠豪CHENG, KUAN-HAO",17,4.07,0.19,KIPE2005,312432089635946677269787175856578726579
109下,KIPE 200800,"玩具融入數學教學
Integrating Puzzles in Mathematics Teaching","劉樹忠LIU, SHU-CHUNG",19,4.11,0.14,KIPE2008,2112927193245447673858372856772857871
109下,KIPE 222000,"環境衝擊與影響評估
Environmental Impact Assessment","黃書偉HUANG, SHU-WEI",24,3.82,0.66,KIPE2220,4064326360205537285657871837285876973
109下,KIPE 300100,"畢業專題
Thesis",指導教授,20,4.11,0.2,KIPE3001,25351235662594525480
109下,KIPE 300300,"跨領域課程設計與實踐
Interdisciplinary Curriculum Design and Implementation","黃錫裕HUANG, HIS-YU",22,4.0,0.59,KIPE3003,40643376753502972856578717273838985
109下,KLST 520200,"書報討論二
Seminar(II)","廖冠智LIAO, GUAN-ZE",25,4.0,0.19,KLST5202,24278208962623476736579718565789069
109下,KLST 611100,"創意媒體產業
Creative Digital Content Industry","王鼎銘WANG, DING-MING
廖冠智LIAO, GUAN-ZE",9,4.1,0.14,KLST6111,29579407183752887657871687378717773787124278208962623476736579718565789069
109下,KLST 611300,"批判教育學研究
Critical Pedagogy","謝小芩HSIEH, HSIAO-CHIN",8,4.19,0.15,KLST6113,3561323567334497283736972728373657967727378
109下,KLST 620100,"教學與學習設計
Design for Instruction and Learning","計惠卿JIH, HUEY-CHING",4,4.08,0.25,KLST6201,353362480021375747372728569896772737871
109下,KLST 620300,"使用者體驗設計
User experience design","許有真HSU, YU-CHEN",10,4.06,0.22,KLST6203,353772637730495728385898567726978
109下,KLST 621100,"活動式教學與課程設計
Activity Approach in Teaching and Course Design","劉樹忠LIU, SHU-CHUNG",6,4.1,0.14,KLST6211,2112927193245447673858372856772857871
109下,KLST 621200,"科技化測驗與評量
Technology-enhanced Testing and Assessments","計惠卿JIH, HUEY-CHING",3,4.1,0.14,KLST6212,353362480021375747372728569896772737871
109下,KLST 630500,"STEAM教育導論
Introduction to STEAM Education","劉樹忠LIU, SHU-CHUNG",6,4.05,0.21,KLST6305,2112927193245447673858372856772857871
109下,KLST 630600,"教育機器人研究
Educational Robot Research","區國良OU, KUO-LIANG",14,4.3,0.0,KLST6306,21312222833339179857585797673657871
109下,KLST 631100,"學習科技應用與研發一
Applications and Implementations of Learning Technologies I","楊叔卿YOUNG, SHWU-CHING
許有真HSU, YU-CHEN",6,4.08,0.37,KLST6311,2695421460213758979857871837287856772737871353772637730495728385898567726978
109下,KLST 640500,"數位學習創新與推廣
Diffusion of e-Learning Innovations","王鼎銘WANG, DING-MING
林秋斌LIN, CHIU-PIN",15,4.12,0.15,KLST6405,29579407183752887657871687378717773787126519311792599676737867727385807378
109下,KMS 500200,"教育統計
Educational Statistics","蔡文煥TSAI, WEN-HUAN",16,3.87,0.55,KMS5002,3408125991290298483657387697872856578
109下,KMS 500400,"行動研究法
Action Research Methodology","王姿陵WANG, TZU-LING",40,4.06,0.18,KMS5004,2957923039385178765787184908576737871
109下,KMS 510100,"專題討論一
Colloquium I","林勇吉LIN, YUNG-CHI",12,4.03,0.35,KMS5101,26519211912151376737889857871677273
109下,KMS 510200,"專題討論二
Colloquium (Ⅱ)","陳正忠CHEN, JENG-CHUNG",20,4.15,0.15,KMS5102,38515274912454467726978746978716772857871
109下,KMS 521100,"數學教學研究
Studies of Mathematical Teaching","蔡文煥TSAI, WEN-HUAN",8,4.15,0.15,KMS5211,3408125991290298483657387697872856578
109下,KMS 531700,"數學能力研究專題
Topics in Mathematical Abilities","林碧珍LIN, PI-JEN",7,4.21,0.14,KMS5317,2651930887296457673788073746978
109下,KMS 532400,"數學資優教育研究
Studies of Gifted Education in Mathematics","許慧玉HSU, HUI-YU",10,4.12,0.2,KMS5324,3537724935295777283857285738985
109下,KMS 533000,"數學教育實驗設計專題
Topics of Mathematical experimental Design","許慧玉HSU, HUI-YU",19,4.05,0.2,KMS5330,3537724935295777283857285738985
109下,KMS 550300,"數學教師覺察力研究
Studies of Mathematics Teacher Noticing","林勇吉LIN, YUNG-CHI",25,4.09,0.35,KMS5503,26519211912151376737889857871677273
109下,KMS 610100,"專題討論一
Colloquium I","王姿陵WANG, TZU-LING",6,3.93,0.3,KMS6101,2957923039385178765787184908576737871
109下,KMS 610200,"專題討論二
Colloquium (Ⅱ)","王姿陵WANG, TZU-LING",6,4.1,0.14,KMS6102,2957923039385178765787184908576737871
109下,KMS 620100,"科學教育與科學本質
Science Education and the Nature of Science","巫俊明WU, CHUN-MING",7,3.81,0.25,KMS6201,24043204262612687856772857877737871
109下,KMS 620200,"環境教育導論
Introduction of Environmental Education","蘇宏仁SU, HUNG-JEN",5,3.74,0.55,KMS6202,343112343920161838572857871746978
109下,KMS 620500,"科學學習心理學
Learning Psychology for Science","巫俊明WU, CHUN-MING",6,3.8,0.14,KMS6205,24043204262612687856772857877737871
109下,KMS 630500,"科學教育
APP設計APP Design for Science Education","唐文華TANG, WEN-HUA",6,4.25,0.11,KMS6305,21776259913377584657871876978728565
109下,KMS 640800,"科學繪本研究專題
Topics in Science Picture Books","巫俊明WU, CHUN-MING",3,4.0,0.24,KMS6408,24043204262612687856772857877737871
109下,KMSN 530500,"數學臆測與論證教學
Mathematical Conjecturing and Argumentation Teaching","林碧珍LIN, PI-JEN",15,4.22,0.13,KMSN5305,2651930887296457673788073746978
109下,KMSN 600100,"教育研究法
Introduction to Educational Research Methodology","蘇宏仁SU, HUNG-JEN",19,3.88,0.25,KMSN6001,343112343920161838572857871746978
109下,KMSN 621000,"科學展覽之理論與實務
Theory and Practice in Science Fair","王姿陵WANG, TZU-LING",15,4.14,0.15,KMSN6210,2957923039385178765787184908576737871
109下,KPC 110100,"普通心理學二
Introduction to Psychology(II)","詹雨臻CHAN, YU-CHEN",71,3.18,0.91,KPC1101,35449386323327567726578898567726978
109下,KPC 120100,"心理與教育統計二
Psychological and Educational Statistics (II)","陳承德CHEN, CHENG-TE",64,3.46,0.76,KPC1201,3851525215245036772697867726978718469
109下,KPC 140000,"輔導原理與實務
Principle and Practice of Guidance","朱惠瓊CHU, HUI-CHUANG
吳怡珍WU, YI-CHEN",60,3.75,0.24,KPC1400,2641724800298986772857285736772856578712155524609296458785897367726978
109下,KPC 142100,"團體動力學
Group Dynamics","鄭博文CHENG, PO-WEN",39,3.86,0.43,KPC1421,37165213382599167726978718079876978
109下,KPC 152000,"正向心理與健康
Positive Psychology and Well-Being","林仁祥LIN, JEN-HSIANG",26,3.84,0.27,KPC1520,265192016131077767378746978728373657871
109下,KPC 172300,"戶外探索設計與實施
Design and Practice of Outdoor Exploration","張惟亮CHANG, WEI-LIANG",8,4.04,0.23,KPC1723,24373247992014267726578718769737673657871
109下,KPC 173100,"人際關係與溝通
Human Relations and Communication","李姿瑩LEE, TZU-YING",27,3.77,0.41,KPC1731,26446230392980176696984908589737871
109下,KPC 210200,"發展心理學
Developmental Psychology","李姝慧LEE, SHU-HUI",57,3.22,0.79,KPC2102,264462300524935766969837285728573
109下,KPC 220200,"心理與教育測驗
Psychological and Educational Testing","王振世WANG, CHEN-SHIH",62,3.3,0.92,KPC2202,295792539119990876578716772697883727372
109下,KPC 232500,"心理實驗法
Methods of Psychological Experiments","高淑芳KAO, SHU-FANG",16,3.71,0.3,KPC2325,39640281133345975657983728570657871
109下,KPC 242000,"諮商與心理治療理論
Theories of Counseling and Psychotherapy","葉致芬YEH, CHIH-FEN",44,3.33,0.41,KPC2420,33865332683345289697267727372706978
109下,KPC 242300,"諮商輔導技術與策略
Techniques and Strategies of Counseling",李香盈LEE HSIANG YING,45,4.06,0.25,KPC2423,26446393213040876696972837365787189737871
109下,KPC 262100,"工作分析與職能發展
Job Analysis and Competency Development","陳殷哲CHEN, YIN-CHE
王品惇WANG, PIN-TUN",20,4.04,0.93,KPC2621,3851527575217466772697889737867726929579216972477587657871807378848578
109下,KPC 262300,"組織心理學
Organizational Psychology","張婉菁CHANG, WAN-CHING",38,4.05,0.34,KPC2623,24373231133372967726578718765786772737871
109下,KPC 322100,"統計套裝軟體
Statistical Package for Social Studies","劉政宏LIU, CHENG-HONG",20,3.97,0.41,KPC3221,211292591923439767385677269787172797871
109下,KPC 322500,"臨床心理學
Clinical Psychology","李昆樺LEE, KUN-HUA",27,3.97,0.12,KPC3225,264462611827194766969758578728565
109下,KPC 332400,"神經心理學
Neuropsychology","林明寬LIN,MING-KUAN",37,3.64,0.47,KPC3324,2651926126235327673787773787175856578
109下,KPC 342700,"團體諮商
Group Counseling","王裕仁WANG,YU-REN",25,4.25,0.16,KPC3427,295793502920161876578718985826978
109下,KPC 342800,"遊戲諮商
Play Therapy","鍾岳庭CHUNG, WEI-JEN",23,4.04,0.22,KPC3428,3775823731242376772857871876973746978
109下,KPC 352300,"社區心理學
Community Psychology","吳哲良WU, CHE-LIANG",23,4.2,0.17,KPC3523,21555217463339187856772697673657871
109下,KPC 362100,"消費心理學
Consumer Psychology","陳明怡CHEN, MING-YI",27,3.76,0.44,KPC3621,38515261262460967726978777378718973
109下,KPC 363300,"工商產業實習一
Business Internship(I)","蔡宏基TSAI, HUNG-JI",18,4.28,0.07,KPC3633,34081234392252284836573728578717473
109下,KPC 382200,"心理專業倫理與法律
Ethics and Law of Psychology Profession","曾文志TSENG, WEN-CHIH",23,4.02,0.29,KPC3822,263662599124535848369787187697867727372
109下,KPC 382300,"畢業專題一
Graduate Project Ⅰ",指導教授,28,4.16,0.35,KPC3823,25351235662594525480
109下,KPC 443000,"輔導與諮商實習二
Guidance and Counseling Practicum(II)","朱惠瓊CHU, HUI-CHUANG
許育光HSU, YU-KUANG",20,4.17,0.22,KPC4430,26417248002989867728572857367728565787135377329462080972838589857585657871
109下,KPC 452600,"犯罪心理與防治
Criminal Psychology and Prevention","陳建安CHEN, CHIEN-AN",14,3.62,0.54,KPC4526,3851524314234336772697867727369786578
109下,KPC 452700,"危機處理與自傷防治
Crisis Intervention and Self-Injury Prevention","施香如SHIH, HSIANG-JU",16,3.77,0.18,KPC4527,260453932122914837273727283736578717485
109下,KPC 464000,"服務管理
Service Management","江旭新CHIANG, HSU-HSIN",10,4.12,0.15,KPC4640,27743260932603267727365787172838572837378
109下,KPC 523300,"心理測驗與評量實務
Psychological Testing and Assessment Practice","王振世WANG, CHEN-SHIH",20,4.06,0.2,KPC5233,295792539119990876578716772697883727372
109下,KPC 542100,"諮商與心理治療實務
Practice of Counseling and Psychotherapy","施香如SHIH, HSIANG-JU",20,3.14,0.3,KPC5421,260453932122914837273727283736578717485
109下,KPC 542200,"團體諮商理論與實務
Theories and Practice of Group Counseling","吳怡珍WU, YI-CHEN",21,3.81,0.86,KPC5422,2155524609296458785897367726978
109下,KPC 543401,"諮商專業實習二
Counseling Internship II","曾文志TSENG, WEN-CHIH",19,4.21,0.14,KPC5434,263662599124535848369787187697867727372
109下,KPC 563000,"電子商務與網路行銷
Seminar on Electronic Commerce and Internet Marketing","江旭新CHIANG, HSU-HSIN",15,4.26,0.1,KPC5630,27743260932603267727365787172838572837378
109下,KPC 720200,"書報討論二
Seminar(II)","張硯評Chang, Yen-Ping",45,4.27,0.13,KPC7202,24373308313541367104971101038910111080105110103
109下,KPC 722000,"敘說心理與研究
Narrative Psychology and Research","翁開誠WONG, KAI-CHENG",18,3.98,0.12,KPC7220,327053828335488877978717565736772697871
109下,KPC 732600,"道德心理學專題
Seminar on Moral Psychology","陳舜文CHEN, SHUN-WEN",9,3.66,1.3,KPC7326,3851533308259916772697883728578876978
109下,KPC 734400,"高等情緒心理學
Advanced Psychology of Emotion","張硯評Chang, Yen-Ping",9,3.83,1.01,KPC7344,24373308313541367104971101038910111080105110103
109下,KPC 742100,"團體諮商與治療專題研究
Seminar and Research on Group Counseling & Psychotherapy","許育光HSU, YU-KUANG",2,4.15,0.15,KPC7421,35377329462080972838589857585657871
109下,KPC 752100,"正向心理學專題
Seminar on Positive Psychology","曾文志TSENG, WEN-CHIH",24,3.99,0.2,KPC7521,263662599124535848369787187697867727372
109下,KPC 752200,"心理評量與衡鑑專題研究
Advanced Psychological Testing and Assessment Research","李昆樺LEE, KUN-HUA",5,3.94,0.12,KPC7522,264462611827194766969758578728565
109下,KPC 762600,"組織心理學專題
Seminar on Organizational Psychology","張婉菁CHANG, WAN-CHING",19,4.13,0.15,KPC7626,24373231133372967726578718765786772737871
109下,KPC 763700,"工商心理新興議題
Seminar on Emerging Issues of I/O Psychology","陳殷哲CHEN, YIN-CHE",14,4.3,0.0,KPC7637,38515275752174667726978897378677269
109下,KPC 823700,"多層次模型
Multilevel modeling","張硯評Chang, Yen-Ping",8,3.99,0.53,KPC8237,24373308313541367104971101038910111080105110103
109下,KPC 843000,"藝術治療專題(研
)Seminar on Art therapy","朱惠瓊CHU, HUI-CHUANG",22,4.18,0.15,KPC8430,264172480029898677285728573677285657871
109下,KPC 872100,"生涯諮商專題
Seminar on Career Counseling","何秀珠HO,HSIU-CHU",4,4.3,0.0,KPC8721,203093116829664727972837385677285
109下,KPC 872200,"多元文化諮商專題研究
Seminar on Multicultural Counseling","吳怡珍WU, YI-CHEN",14,3.91,0.24,KPC8722,2155524609296458785897367726978
109下,KPC 890300,"獨立研究二
Independent Study (II)","李昆樺LEE, KUN-HUA
曾文志TSENG, WEN-CHIH
朱思穎CHU, SZU-YIN
陳舜文CHEN, SHUN-WEN
孟瑛如MENG, YING-RU
莊鈞翔CHUANG, CHUN-HSIANG
陳素燕CHEN, SU-YEN",6,4.25,0.11,KPC8903,26446261182719476696975857872856526366259912453584836978718769786772737226417246053131067728583908589737838515333082599167726978837285788769782339129787229147769787189737871828533674374063272467728565787167728578728373657871385153203229141677269788385896978
109下,KPCN 522200,"質的研究法
Qualitative Research Methods","林旖旎LIN, YI-NII",8,3.91,0.31,KPCN5222,2651926070260627673788973787373
109下,KPCN 522300,"測驗原理與實務
Principles and Practices of Psychological Testing","王振世WANG, CHEN-SHIH",13,4.12,0.19,KPCN5223,295792539119990876578716772697883727372
109下,KPCN 542200,"個別諮商實務專題
Seminar on Individual Counseling Practice","劉淑瀅LIU, SHU-YING",12,4.13,0.15,KPCN5422,21129281132867776738583728589737871
109下,KPCN 542300,"親子遊戲治療
Filial Play Therapy","許育光HSU, YU-KUANG",8,4.23,0.13,KPCN5423,35377329462080972838589857585657871
109下,KPCN 542500,"團體諮商與輔導專題
Seminar on Group Counseling and Guidance","施香如SHIH, HSIANG-JU",13,3.95,0.16,KPCN5425,260453932122914837273727283736578717485
109下,KPCN 543100,"阿德勒心理學研究
Seminar on Adlerian Psychology","曾文志TSENG, WEN-CHIH",13,4.16,0.15,KPCN5431,263662599124535848369787187697867727372
109下,KPCN 543200,"伴侶與家庭諮商專題
Seminar on Couple and Family counseling","葉致芬YEH, CHIH-FEN",17,3.98,0.12,KPCN5432,33865332683345289697267727372706978
109下,KPCN 543600,"學生事務行政與領導
Student Affairs Administration and Leadership","謝小芩HSIEH, HSIAO-CHIN",4,4.15,0.15,KPCN5436,3561323567334497283736972728373657967727378
109下,KPCN 552500,"危機處理與自傷防治專題
Seminar on Crisis Intervention and Self-Injury Prevention","李昆樺LEE, KUN-HUA",20,4.21,0.14,KPCN5525,264462611827194766969758578728565
109下,KPCN 563100,"工商心理新興議題
Seminar on Emerging Issues of I/O Psychology","陳殷哲CHEN, YIN-CHE",15,4.26,0.1,KPCN5631,38515275752174667726978897378677269
109下,KPCN 563700,"職場幸福學專題
Seminar on Workplace Wellbeing","張婉菁CHANG, WAN-CHING",13,4.12,0.19,KPCN5637,24373231133372967726578718765786772737871
109下,KSPE 110400,"情緒行為障礙
Behavior and Emotional Disorders","陳國龍CHEN, KUO-LONG
余正元YU, CHENG-YEN",42,3.66,0.78,KSPE1104,385152228340845677269787585797679787120313274912080389856772697871896978
109下,KSPE 110500,"學習障礙
Learning Disabilities","孔淑萱KUNG, SHU-HSUAN",48,3.86,0.53,KSPE1105,233802811333841758578718372857283856578
109下,KSPE 110600,"應用行為分析
Applied Behavior Analysis","孫淑柔SUN, SHU-JOU",53,3.51,0.5,KSPE1106,234032811326580838578837285747985
109下,KSPE 111000,"視覺障礙
Visual Impairment","黃國晏HUANG, KUO-YEN",59,3.27,0.75,KSPE1110,4064322283261917285657871758579896978
109下,KSPE 120100,"資賦優異教育概論
Introduction to Gifted Education","黃國晏HUANG, KUO-YEN",26,3.33,0.94,KSPE1201,4064322283261917285657871758579896978
109下,KSPE 120200,"多元智能理論與應用
Theory and Application of Multiple Intelligences","朱允文CHU, YUN-WEN",15,3.71,1.02,KSPE1202,264172080125991677285898578876978
109下,KSPE 140800,"學習評量
Assessment for Learning","孔淑萱KUNG, SHU-HSUAN",40,3.86,0.54,KSPE1408,233802811333841758578718372857283856578
109下,KSPE 211100,"重度與多重障礙
Children with Severe and Multiple Disabilities","李翠玲LEE, TSUEY-LING",37,3.55,0.61,KSPE2111,264463273629618766969848385698976737871
109下,KSPE 211200,"融合教育理論與實務
Inclusive Education Theories and Practice","孫淑柔SUN, SHU-JOU",42,3.74,0.44,KSPE2112,234032811326580838578837285747985
109下,KSPE 211400,"聽覺障礙
Hearing Impairment","江源泉CHIANG, YUAN-CHUAN",17,3.74,1.02,KSPE2114,277432830427849677273657871898565786772856578
109下,KSPE 212600,"社會技能訓練
Social Skills Training","呂謂正LU, WEI-CHEN",43,4.1,0.23,KSPE2126,215703558627491768587697367726978
