課號 Course ID,資訊 Information,備註 Note,系所 Department,通識 GE,"選上機率
Chance","重設
Reset",課程 Course,教室大樓 Building,時間 Time,授課語言 Language,加簽 Extra Enrollment
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205061</a>
柔道
Judo","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=21129253913377570738567726978728565"" rel=""noopener"" target=""_blank"">劉振華	FIU, CHEN-HUA</a>
<教室 Room & 時間 Time>
PEC柔道教室	W7W8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,PEC柔道教,W7W8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205062</a>
網球進階
Tennis(advance)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3716528858201616772697871876973746978"" rel=""noopener"" target=""_blank"">鄭為仁	CHENG, WEI-JEN</a>
<教室 Room & 時間 Time>
Stadium網球場	W7W8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium網球,W7W8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205063</a>
足球男
football","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=385152228333775846578757975728765"" rel=""noopener"" target=""_blank"">陳國華	TAN KOK HWA</a>
<教室 Room & 時間 Time>
Stadium足球場	W7W8
","<加簽 Extra Enrollment>
X 不接受 Not Allowed
<備註 Memo>
第1週未到課者勿加簽本課,患有重大傷病或特殊病史同學請主動向授課老師說明以提供協助。不接受加簽。
<限制 Limitation>
限男生
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium足球,W7W8,中文 ZH,X 不接受 Not Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205064</a>
皮拉提斯
Pilates","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
1 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=4064324800334377285657871728573849085"" rel=""noopener"" target=""_blank"">黃惠芝	HUANG, HUI-TZU</a>
<教室 Room & 時間 Time>
Dance Rm舞蹈教室	W7W8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Dance Rm舞蹈教,W7W8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205065</a>
羽球初學
Badminton","<人限 Limit / 新生保留 New Only>
32 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=264173049520736677285677269788973"" rel=""noopener"" target=""_blank"">朱真儀	CHU, CHEN-YI</a>
<教室 Room & 時間 Time>
alum Gym校友PE館	R1R2
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,alum Gym校友PE,R1R2,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205066</a>
網球初學
Tennis(basic)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=370452451524179837265797283737880737871"" rel=""noopener"" target=""_blank"">邵心平	SHAO, HSIN-PING</a>
<教室 Room & 時間 Time>
Stadium網球場	R1R2
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium網球,R1R2,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205067</a>
羽球初學
Badminton","<人限 Limit / 新生保留 New Only>
32 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=264173049520736677285677269788973"" rel=""noopener"" target=""_blank"">朱真儀	CHU, CHEN-YI</a>
<教室 Room & 時間 Time>
alum Gym校友PE館	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,alum Gym校友PE,R3R4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205068</a>
網球初學
Tennis(basic)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=370452451524179837265797283737880737871"" rel=""noopener"" target=""_blank"">邵心平	SHAO, HSIN-PING</a>
<教室 Room & 時間 Time>
Stadium網球場	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium網球,R3R4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205069</a>
瑜珈提斯
Yogalates","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=35377334642703572838589857867726978"" rel=""noopener"" target=""_blank"">許芸榛	HSU, YUN-CHEN</a>
<教室 Room & 時間 Time>
Dance Rm舞蹈教室	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Dance Rm舞蹈教,R3R4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205070</a>
慢壘
Softball","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24464245353272472838567727372728373657871"" rel=""noopener"" target=""_blank"">徐志翔	HSU, CHIH-HSIANG</a>
<教室 Room & 時間 Time>
Stadium棒球場	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium棒球,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205071</a>
網球初學
Tennis(basic)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=29579277662974787657871876978767378"" rel=""noopener"" target=""_blank"">王汶琳	WANG, WEN-LIN</a>
<教室 Room & 時間 Time>
Stadium網球場	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium網球,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205072</a>
爵士舞
Jazz Dance","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433874229700728565787167727378716772856578"" rel=""noopener"" target=""_blank"">黃靖琄	HUANG,CHING-CHUAN</a>
<教室 Room & 時間 Time>
alum Gym校友PE館	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,alum Gym校友PE,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205073</a>
武術散打
Physical Training:：san da","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3704126216289826772738567726978746578"" rel=""noopener"" target=""_blank"">邱晨然	CHIU,CHEN-JAN</a>
<教室 Room & 時間 Time>
PEC柔道教室	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,PEC柔道教,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205074</a>
高爾夫球
Golf","<人限 Limit / 新生保留 New Only>
26 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=265192973628698767378758578726578"" rel=""noopener"" target=""_blank"">林琨瀚	LIN, KUN-HAN</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。前三堂在視聽教室，須自付保險及練習費。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205075</a>
桌球進階
Ping pong (advance)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=215552450325104878584696772697871"" rel=""noopener"" target=""_blank"">吳德成	WU, TE-CHENG</a>
<教室 Room & 時間 Time>
Old Gym桌球場	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Old Gym桌球,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205076</a>
重量訓練
Weight Training","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24373310563377567726578718985728565"" rel=""noopener"" target=""_blank"">張祐華	CHANG, YU-HUA</a>
<教室 Room & 時間 Time>
WT Rm.重訓室	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,WT Rm.重訓,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205077</a>
國際標準舞
Ballroom Dancing","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
9 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2636624314220259069787174736578747365"" rel=""noopener"" target=""_blank"">曾建嘉	ZENG JIAN-JIA</a>
<教室 Room & 時間 Time>
Dance Rm舞蹈教室	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需自備舞鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Dance Rm舞蹈教,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205078</a>
籃球初學
Basketball(basic)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3561325991205537283736972876978876973"" rel=""noopener"" target=""_blank"">謝文偉	HSIEH, WEN-WEI</a>
<教室 Room & 時間 Time>
Gym體育館2F	R5R6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Gym體育館,R5R6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205079</a>
慢壘
Softball","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24464245353272472838567727372728373657871"" rel=""noopener"" target=""_blank"">徐志翔	HSU, CHIH-HSIANG</a>
<教室 Room & 時間 Time>
Stadium棒球場	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium棒球,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205080</a>
游泳初學
Swimming(basic)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=260453117723439837273728073787172857871"" rel=""noopener"" target=""_blank"">施秉宏	SHIH, PING-HUNG</a>
<教室 Room & 時間 Time>
SWIM Pl.游泳池	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,SWIM Pl.游泳,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205081</a>
網球初學
Tennis(basic)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=29579277662974787657871876978767378"" rel=""noopener"" target=""_blank"">王汶琳	WANG, WEN-LIN</a>
<教室 Room & 時間 Time>
Stadium網球場	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Stadium網球,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205082</a>
爵士舞
Jazz Dance","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433874229700728565787167727378716772856578"" rel=""noopener"" target=""_blank"">黃靖琄	HUANG,CHING-CHUAN</a>
<教室 Room & 時間 Time>
alum Gym校友PE館	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,alum Gym校友PE,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205083</a>
武術散打
Physical Training:：san da","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3704126216289826772738567726978746578"" rel=""noopener"" target=""_blank"">邱晨然	CHIU,CHEN-JAN</a>
<教室 Room & 時間 Time>
PEC柔道教室	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,PEC柔道教,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205084</a>
高爾夫球
Golf","<人限 Limit / 新生保留 New Only>
26 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=265192973628698767378758578726578"" rel=""noopener"" target=""_blank"">林琨瀚	LIN, KUN-HAN</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。前三堂在視聽教室，須自付保險及練習費。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205085</a>
桌球進階
Ping pong (advance)","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=215552450325104878584696772697871"" rel=""noopener"" target=""_blank"">吳德成	WU, TE-CHENG</a>
<教室 Room & 時間 Time>
Old Gym桌球場	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Old Gym桌球,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205086</a>
國際標準舞
Ballroom Dancing","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
22 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2636624314220259069787174736578747365"" rel=""noopener"" target=""_blank"">曾建嘉	ZENG JIAN-JIA</a>
<教室 Room & 時間 Time>
Dance Rm舞蹈教室	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
需自備舞鞋。患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Dance Rm舞蹈教,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205087</a>
排球
Volleyball","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26045248002604183908572857370657871"" rel=""noopener"" target=""_blank"">施惠方	SZU, HUI-FANG</a>
<教室 Room & 時間 Time>
Gym體育館2F	R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Gym體育館,R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205088</a>
桌球初學
Ping pong(basic)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=385152080932043677269787585657871849085"" rel=""noopener"" target=""_blank"">陳光紫	CHEN, KUANG-TZU</a>
<教室 Room & 時間 Time>
Old Gym桌球場	F1F2
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Old Gym桌球,F1F2,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=PE2050"" rel=""noopener"" target=""_blank"">PE 205089</a>
籃球初學
Basketball(basic)","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=38515343882050267726978677273697872837378"" rel=""noopener"" target=""_blank"">陳虔倖	CHEN, CHIEN-HSIN</a>
<教室 Room & 時間 Time>
Gym體育館2F	F1F2
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
患有重大傷病或特殊病史之同學請主動向授課老師說明以提供協助。
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",PE   體育室,--,--,,PE2050,Gym體育館,F1F2,中文 ZH,O 接受 Allowed
